Id,Label,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,IATA,Latitude,Longitude
BKW,BKW,2,3,6,0.303712,0.328272,0.0,0.003169,0.003169,0,BKW,37.7873001099,-81.1241989136
BIL,BIL,12,24,5,0.364372,0.397685,2701.60569,0.019306,0.019306,2,BIL,45.80770111083984,-108.54299926757812
BFD,BFD,2,4,7,0.291734,0.314832,0.0,0.00259,0.00259,8,BFD,41.8031005859375,-78.64009857177734
CPR,CPR,3,6,6,0.345269,0.372099,0.0,0.010369,0.010369,2,CPR,42.908001,-106.463997
HOB,HOB,1,2,6,0.308395,0.334753,0.0,0.003477,0.003477,6,HOB,32.6875,-103.2170029
FOE,FOE,1,2,6,0.337079,0.360525,0.0,0.00415,0.00415,0,FOE,38.9509010315,-95.6635971069
JAC,JAC,2,4,6,0.340909,0.365926,0.0,0.006709,0.006709,2,JAC,43.6072998046875,-110.73799896240234
ISN,ISN,2,4,6,0.345489,0.371944,0.0,0.007619,0.007619,2,ISN,48.177898407,-103.641998291
SHR,SHR,1,2,6,0.338134,0.361296,0.0,0.003917,0.003917,2,SHR,44.76919937133789,-106.9800033569336
MCE,MCE,1,2,6,0.323353,0.340154,0.0,0.003157,0.003157,2,MCE,37.28469849,-120.5139999
HLN,HLN,5,9,5,0.358566,0.385957,0.0,0.013453,0.013453,2,HLN,46.6068000793457,-111.98300170898438
HDN,HDN,1,2,6,0.338134,0.361296,0.0,0.003917,0.003917,2,HDN,40.48120117,-107.2180023
GUC,GUC,1,2,6,0.338134,0.361296,0.0,0.003917,0.003917,2,GUC,38.53390121,-106.9329987
GCC,GCC,3,6,6,0.341124,0.366852,0.0,0.006856,0.006856,2,GCC,44.3488998413,-105.539001465
FCA,FCA,5,10,5,0.36,0.387809,0.0,0.016739,0.016739,2,FCA,48.31050109863281,-114.25599670410156
EGE,EGE,1,2,6,0.338134,0.361296,0.0,0.003917,0.003917,2,EGE,39.64260101,-106.9179993
DIK,DIK,2,4,6,0.345489,0.371944,0.0,0.007619,0.007619,2,DIK,46.7974014282,-102.802001953
LAR,LAR,1,2,6,0.338134,0.361296,0.0,0.003917,0.003917,2,LAR,41.31209945678711,-105.6750030517578
EAU,EAU,1,2,6,0.337079,0.360525,0.0,0.00415,0.00415,0,EAU,44.86579895019531,-91.48429870605467
DLH,DLH,4,8,6,0.349741,0.379043,4.591683,0.011883,0.011883,2,DLH,46.8420982361,-92.1936035156
SGU,SGU,2,4,6,0.340909,0.365926,0.0,0.006709,0.006709,2,SGU,37.036389,-113.510306
RKS,RKS,3,6,6,0.341124,0.366852,0.0,0.006856,0.006856,2,RKS,41.5942,-109.065001
PUB,PUB,1,2,6,0.338134,0.361296,0.0,0.003917,0.003917,2,PUB,38.289100646972656,-104.49700164794922
MTJ,MTJ,1,2,6,0.338134,0.361296,0.0,0.003917,0.003917,2,MTJ,38.5097999573,-107.893997192
APN,APN,2,4,6,0.33877,0.363148,0.0,0.00746,0.00746,2,APN,45.07809829999999,-83.56030273
ABR,ABR,1,2,6,0.330477,0.350648,0.0,0.003702,0.003702,2,ABR,45.44910049438477,-98.42179870605467
BJI,BJI,1,2,6,0.330477,0.350648,0.0,0.003702,0.003702,2,BJI,47.50939941,-94.93370056
ORH,ORH,2,4,6,0.30543,0.330123,0.0,0.005856,0.005856,0,ORH,42.26729965209961,-71.87570190429688
YKM,YKM,1,2,5,0.326679,0.340895,0.0,0.002668,0.002668,2,YKM,46.56819916,-120.5439987
ESC,ESC,1,2,6,0.310881,0.33892,0.0,0.003758,0.003758,0,ESC,45.7226982117,-87.0936965942
BTM,BTM,1,2,6,0.321237,0.338457,0.0,0.002792,0.002792,2,BTM,45.95479965209961,-112.49700164794922
BRD,BRD,2,4,6,0.33068,0.351574,0.0,0.003783,0.003783,2,BRD,46.39830017,-94.13809967
INL,INL,2,4,6,0.33068,0.351574,0.0,0.003783,0.003783,2,INL,48.566200256347656,-93.4030990600586
CDC,CDC,1,2,6,0.321237,0.338457,0.0,0.002792,0.002792,2,CDC,37.70100021362305,-113.0989990234375
CNY,CNY,1,2,6,0.321237,0.338457,0.0,0.002792,0.002792,2,CNY,38.75500107,-109.7549973
CIU,CIU,1,2,6,0.310881,0.33892,0.0,0.003758,0.003758,0,CIU,46.25080108642578,-84.47239685058594
HYA,HYA,3,5,6,0.303712,0.327809,0.54375,0.003804,0.003804,9,HYA,41.66930008,-70.28040314
TVF,TVF,1,2,7,0.25702,0.268629,0.0,0.000179,0.000179,6,TVF,48.06570053,-96.18499756
VEE,VEE,2,4,6,0.209221,0.215988,539.0,2e-06,2e-06,3,VEE,67.0086975098,-146.365997314
LMA,LMA,1,2,5,0.263286,0.272222,0.0,7.3e-05,7.3e-05,3,LMA,63.886002000000005,-152.30200200000002
ARC,ARC,1,2,7,0.173077,0.177072,0.0,0.0,0.0,3,ARC,68.1147,-145.578995
AET,AET,3,5,5,0.263672,0.274383,0.7,7.6e-05,7.6e-05,3,AET,66.5518035889,-152.621994019
AKK,AKK,1,2,6,0.23622,0.242315,0.0,1.4e-05,1.4e-05,3,AKK,56.9387016296,-154.182998657
OBU,OBU,3,6,6,0.239468,0.250247,0.0,1.5e-05,1.5e-05,3,OBU,66.9123001099,-156.897003174
SHG,SHG,3,6,6,0.239468,0.250247,0.0,1.5e-05,1.5e-05,3,SHG,66.88809967041,-157.16200256348
EWB,EWB,3,5,7,0.264576,0.281684,0.0,0.000909,0.000909,9,EWB,41.67610168457031,-70.95690155029297
MVY,MVY,4,8,6,0.303883,0.328735,27.624782,0.003824,0.003824,9,MVY,41.3931007385,-70.6143035889
CGI,CGI,1,2,6,0.299667,0.319938,0.0,0.002679,0.002679,0,CGI,37.22529983520508,-89.57080078125
SLK,SLK,1,2,6,0.30286,0.325031,0.0,0.002977,0.002977,0,SLK,44.38529968261719,-74.2061996459961
RUT,RUT,1,2,6,0.30286,0.325031,0.0,0.002977,0.002977,0,RUT,43.52939987,-72.94960022
RKD,RKD,1,2,6,0.30286,0.325031,0.0,0.002977,0.002977,0,RKD,44.06010056,-69.09919739
PVC,PVC,1,2,6,0.30286,0.325031,0.0,0.002977,0.002977,0,PVC,42.0718994141,-70.2213973999
LEB,LEB,2,4,6,0.303371,0.326574,0.54375,0.00372,0.00372,0,LEB,43.6260986328,-72.30419921880002
SDY,SDY,1,2,6,0.267194,0.279846,0.0,0.000416,0.000416,2,SDY,47.706902,-104.193001
OLF,OLF,1,2,6,0.267194,0.279846,0.0,0.000416,0.000416,2,OLF,48.0945014954,-105.574996948
HVR,HVR,1,2,6,0.267194,0.279846,0.0,0.000416,0.000416,2,HVR,48.54299927,-109.762001
GGW,GGW,1,2,6,0.267194,0.279846,0.0,0.000416,0.000416,2,GGW,48.212502,-106.614998
GDV,GDV,1,2,6,0.267194,0.279846,0.0,0.000416,0.000416,2,GDV,47.13869858,-104.8069992
BHB,BHB,1,2,6,0.30286,0.325031,0.0,0.002977,0.002977,0,BHB,44.45000076,-68.36150359999999
AUG,AUG,1,2,6,0.30286,0.325031,0.0,0.002977,0.002977,0,AUG,44.3205986023,-69.7973022461
OGS,OGS,1,2,7,0.272727,0.289277,0.0,0.001214,0.001214,0,OGS,44.6819000244,-75.46549987790002
MSS,MSS,1,2,7,0.272727,0.289277,0.0,0.001214,0.001214,0,MSS,44.93579864501953,-74.84559631347656
NUI,NUI,2,4,6,0.238938,0.247593,0.0,3.3e-05,3.3e-05,3,NUI,70.2099990845,-151.00599670399998
TOG,TOG,1,2,7,0.194175,0.200648,0.0,0.0,0.0,3,TOG,59.05279922485352,-160.39700317382812
MOU,MOU,1,2,6,0.23622,0.242315,0.0,1.4e-05,1.4e-05,3,MOU,62.09540176391602,-163.6820068359375
WBQ,WBQ,1,2,5,0.263286,0.272222,0.0,7.3e-05,7.3e-05,3,WBQ,66.36219787600001,-147.406997681
CIK,CIK,2,4,5,0.263801,0.27392,0.0,7.5e-05,7.5e-05,3,CIK,66.6449966431,-143.74000549299998
NIB,NIB,1,2,6,0.236842,0.243395,0.0,1.5e-05,1.5e-05,3,NIB,63.0186,-154.358002
MCN,MCN,2,4,6,0.320475,0.35466,0.0,0.007373,0.007373,0,MCN,32.692798614501946,-83.64920043945312
GLH,GLH,1,2,7,0.242261,0.257033,0.0,9.1e-05,9.1e-05,10,GLH,33.4828987121582,-90.98560333251952
TUP,TUP,2,4,6,0.319527,0.353117,539.0,0.004227,0.004227,10,TUP,34.26810073852539,-88.7698974609375
PIB,PIB,1,2,6,0.319149,0.351883,0.0,0.004225,0.004225,0,PIB,31.467100143432617,-89.33709716796875
MSL,MSL,1,2,6,0.319149,0.351883,0.0,0.004225,0.004225,0,MSL,34.74530029,-87.61019897
MEI,MEI,1,2,6,0.319149,0.351883,0.0,0.004225,0.004225,0,MEI,32.33259963989258,-88.75189971923828
JBR,JBR,1,2,6,0.299667,0.319938,0.0,0.002679,0.002679,0,JBR,35.83169937133789,-90.64640045166016
DEC,DEC,2,4,6,0.339836,0.365,0.0,0.006829,0.006829,0,DEC,39.83459854125977,-88.8656997680664
BRL,BRL,2,4,6,0.339836,0.365,0.0,0.006829,0.006829,0,BRL,40.783199310302734,-91.12550354003906
MLL,MLL,2,3,6,0.241287,0.253457,0.0,1.5e-05,1.5e-05,3,MLL,61.8642997742,-162.026000977
NME,NME,2,4,6,0.240642,0.252438,0.0,1.5e-05,1.5e-05,3,NME,60.471000671387,-164.70100402832
BRW,BRW,7,13,5,0.313407,0.331389,1879.5,0.00076,0.00076,3,BRW,71.285402,-156.766008
PIZ,PIZ,1,2,6,0.238727,0.246358,0.0,1.6e-05,1.6e-05,3,PIZ,69.73290253,-163.00500490000002
HPB,HPB,3,4,6,0.240749,0.253364,0.0,1.5e-05,1.5e-05,3,HPB,61.52389908,-166.1470032
VAK,VAK,3,4,6,0.240749,0.253364,0.0,1.5e-05,1.5e-05,3,VAK,61.5409,-165.6005
HSL,HSL,5,6,6,0.209627,0.219599,4.766667,7e-06,7e-06,3,HSL,65.69789886,-156.3509979
BTI,BTI,2,4,6,0.239256,0.247994,2.5,1.8e-05,1.8e-05,3,BTI,70.13400268550001,-143.582000732
OOK,OOK,3,4,6,0.240749,0.253364,0.5,1.5e-05,1.5e-05,3,OOK,60.54140091,-165.0870056
AUK,AUK,1,2,7,0.194384,0.201049,0.0,0.0,0.0,3,AUK,62.6800422668,-164.65992736799998
ATK,ATK,2,4,6,0.238832,0.247284,0.0,1.7e-05,1.7e-05,3,ATK,70.46730041503906,-157.43600463867188
AIN,AIN,2,4,6,0.238832,0.247284,0.0,1.7e-05,1.7e-05,3,AIN,70.6380004883,-159.994995117
LWS,LWS,4,8,5,0.334158,0.353241,7.799714,0.006369,0.006369,2,LWS,46.3745002746582,-117.01499938964844
PUW,PUW,2,4,5,0.326877,0.341821,0.0,0.002805,0.002805,2,PUW,46.7439,-117.110001
WRG,WRG,2,4,6,0.248733,0.257963,2.0,6.1e-05,6.1e-05,11,WRG,56.48429871,-132.36999509999998
